NUISANCE_PARAMETERS
NF_ttW_4j_minus  1.12891 +0.253002 -0.251382
NF_ttW_4j_plus  1.22682 +0.165427 -0.164685
NF_ttbar_CO  0.971529 +0.293756 -0.272176
NF_ttbar_HFe  0.648618 +0.210361 -0.200437
NF_ttbar_HFm  0.934522 +0.143946 -0.138303
NF_ttbar_gstr  0.971503 +0.202845 -0.185408
CO_ShapeSyst_simple  -0.042273 +0.930335 -0.956705
Diboson_4jets  -0.0559393 +0.639119 -0.941712
Diboson_5jets  -0.16084 +0.56349 -0.805147
Diboson_syst_varRF  -0.00343368 +0.992076 -0.992081
EG_RESOLUTION_ALL  -0.00526809 +1.01835 -1.0171
EG_SCALE_ALL  0.0158714 +1.0162 -1.01887
FT_EFF_Eigen_B_0__1  8.93272e-07 +1 -1
FT_EFF_Eigen_B_10__1  0 +1 -1
FT_EFF_Eigen_B_1__1  5.56907e-07 +1 -1
FT_EFF_Eigen_B_2__1  0.000927097 +0.999833 -0.999832
FT_EFF_Eigen_B_3__1  -3.64254e-06 +0.999999 -1
FT_EFF_Eigen_B_4__1  -4.76622e-07 +1 -1
FT_EFF_Eigen_B_6__1  3.3245e-06 +1 -1
FT_EFF_Eigen_B_7__1  -5.34902e-06 +1 -1
FT_EFF_Eigen_B_8__1  0 +1 -1
FT_EFF_Eigen_B_9__1  0 +1 -1
FT_EFF_Eigen_C_3__1  0 +1 -1
FT_EFF_Eigen_Light_0__1  0.0045762 +0.99997 -0.999987
FT_EFF_Eigen_Light_1__1  -0.00882149 +1.00011 -0.999847
FT_EFF_Eigen_Light_2__1  0 +1 -1
Gstr_ShapeSyst_simple  -0.00571392 +0.993434 -0.994275
JET_BJES_Response  -0.00184077 +1.00664 -1.00658
JET_EffectiveNP_Detector1  -0.00218026 +1.00219 -1.00232
JET_EffectiveNP_Mixed1  -0.00217848 +1.00219 -1.00232
JET_EffectiveNP_Mixed2  0.00218026 +1.00232 -1.00219
JET_EffectiveNP_Mixed3  -1.65777e-06 +1.00001 -1.00001
JET_EffectiveNP_Modelling1  0.00486239 +0.999869 -0.999246
JET_EffectiveNP_Modelling2  1.65777e-06 +1.00001 -1.00001
JET_EffectiveNP_Modelling3  -1.65777e-06 +1.00001 -1.00001
JET_EffectiveNP_Statistical2  0.00229474 +1.0022 -1.00209
JET_EffectiveNP_Statistical4  0 +1 -1
JET_EffectiveNP_Statistical5  -1.65777e-06 +1.00001 -1.00001
JET_EffectiveNP_Statistical6  0 +1 -1
JET_EtaIntercalibration_Modelling  -0.00498708 +1.00658 -1.00171
JET_EtaIntercalibration_NonClosure_PreRec  0.00414173 +1.00258 -0.998032
JET_EtaIntercalibration_TotalStat  -0.00140091 +1.00316 -1.00314
JET_Flavor_Composition_Bkg  0.00324518 +0.996769 -0.992149
JET_Flavor_Composition_Sig  -1.78627e-08 +1 -1
JET_Flavor_Response  0.00056482 +0.996913 -1.00193
JET_InSitu_NonClosure_PreRec  -0.00601423 +0.995229 -0.990333
JET_JERUnc_Noise_PreRec  0.0217796 +0.985575 -0.963293
JET_JERUnc_Noise_PreRec_PseudoData  -0.025399 +0.961601 -0.978871
JET_JER_DataVsMC_MC16  0.00129218 +0.998712 -0.99577
JET_JER_DataVsMC_MC16_PseudoData  0.0333275 +0.998842 -1.00314
JET_JER_EffectiveNP_1  0.0162845 +1.00143 -1.01612
JET_JER_EffectiveNP_10  -0.00859905 +1.00954 -1.00052
JET_JER_EffectiveNP_10_PseudoData  -0.000889051 +0.999136 -1.00087
JET_JER_EffectiveNP_11  -0.0034973 +1.00481 -1.0008
JET_JER_EffectiveNP_11_PseudoData  -6.59048e-05 +0.999592 -0.998311
